"activityName","averageHeartRate","calories","distance","distanceUnit","duration","elevationGain","pace","poolLength","poolLengthUnit","speed","steps","swimLengths"
"Run",139,444,4.75,"Kilometer",1789000,64.31,382,,,9.42,4921,
"Outdoor Bike",98,139,,,1075000,27.43,,,,,,
"Outdoor Bike",142,287,,,1229000,42.67,,,,,,
"Outdoor Bike",86,120,,,1127000,42.67,,,,,,
"Outdoor Bike",130,273,,,1331000,33.53,,,,,,
"Run",152,589,6.01,"Kilometer",2345000,122.53,365.08,,,9.86,6040,
"Run",140,572,6.29,"Kilometer",2469000,95.1,372.31,,,9.67,6480,
"Outdoor Bike",90,125,,,1178000,33.53,,,,,,
"Walk",92,210,,,1690000,9.14,,,,,1940,
"Walk",89,173,,,1280000,6.1,,,,,1893,
"Outdoor Bike",118,272,,,1536000,21.34,,,,,,
"Outdoor Bike",90,148,,,1331000,30.48,,,,,,
"Outdoor Bike",123,247,,,1331000,21.34,,,,,,
"Outdoor Bike",83,115,,,1177000,39.62,,,,,,
"Treadmill",135,449,4.56,"Kilometer",1909000,74.68,,,,8.6,5003,
"Run",109,75,0.73,"Kilometer",456000,4.57,610.54,,,5.9,932,
"Run",151,317,3.46,"Kilometer",1530000,9.14,346.68,,,10.38,3402,
"Walk",110,296,,,1741000,24.38,,,,,3426,
"Run",152,442,5.06,"Kilometer",1826000,31.09,335.5,,,10.73,4880,
"Walk",105,146,,,972000,15.24,,,,,1379,
"Run",105,50,0.47,"Kilometer",451000,4.57,726.65,,,4.95,572,
"Run",153,435,4.35,"Kilometer",1641000,34.14,376.42,,,9.56,4539,
"Run",157,410,4.32,"Kilometer",1642000,42.67,346.1,,,10.4,4230,
"Walk",92,200,,,1587000,18.29,,,,,1909,
"Run",144,434,5.01,"Kilometer",1673000,101.19,334.65,,,10.76,4770,
"Walk",89,230,,,1945000,6.1,,,,,1848,
"Run",152,425,5,"Kilometer",1705000,39.62,313.7,,,11.48,4582,
"Walk",91,132,,,1383000,6.1,,,,,1483,
"Walk",117,156,,,1178000,15.24,,,,,1703,
"Walk",104,202,,,1741000,27.43,,,,,1938,
"Walk",111,181,,,1229000,67.06,,,,,1954,
"Treadmill",155,711,8.85,"Kilometer",3475000,8.53,,,,9.16,7831,
"Walk",116,153,,,1177000,0,,,,,1535,
"Treadmill",148,674,10.59,"Kilometer",3431000,38.1,,,,11.11,8918,
"Treadmill",152,596,6.75,"Kilometer",3012000,579.73,,,,8.08,5997,
"Walk",113,208,,,1654000,0,,,,,1995,
"Treadmill",140,322,4.38,"Kilometer",1805000,14.63,,,,8.72,3929,
"Run",110,26,0.31,"Kilometer",154000,0,491.9,,,7.32,365,
"Run",145,1165,18.43,"Kilometer",6125000,167.95,332.21,,,10.84,16470,
"Treadmill",170,263,3.69,"Kilometer",1299000,59.74,,,,11.21,3286,
"Walk",106,153,,,1331000,6.1,,,,,2279,
"Treadmill",152,815,11.27,"Kilometer",4080000,153.92,,,,9.88,10266,
"Treadmill",148,590,6.83,"Kilometer",3123000,115.82,,,,7.88,6522,
"Walk",112,270,,,2099000,6.1,,,,,3495,
"Treadmill",124,359,3.53,"Kilometer",2538000,103.94,,,,5.01,3591,
"Run",136,895,15.6,"Kilometer",5107000,91.44,327.14,,,11,13897,
"Treadmill",142,512,8.12,"Kilometer",2791000,53.04,,,,10.48,7302,
"Walk",111,120,,,922000,15.24,,,,,1188,
"Treadmill",110,106,1.45,"Kilometer",792000,0.91,,,,6.62,1468,
"Treadmill",150,481,5.35,"Kilometer",2549000,82.3,,,,7.57,5255,
"Treadmill",137,631,9.52,"Kilometer",3635000,31.7,,,,9.37,8846,
"Treadmill",144,541,5.82,"Kilometer",3016000,426.72,,,,6.96,5596,
"Walk",92,110,,,922000,15.24,,,,,1483,
"Walk",97,120,,,1280000,9.14,,,,,1681,
"Treadmill",79,6,0.08,"Kilometer",78000,0,,,,3.82,97,
"Treadmill",147,1176,18.59,"Kilometer",6221000,218.54,,,,10.6,16577,
"Outdoor Bike",111,389,,,2919000,10.36,,,,,,
"Treadmill",138,644,9.93,"Kilometer",3627000,69.19,,,,9.82,9084,
"Sport",106,184,,,1536000,,,,,,2181,
"Outdoor Bike",117,167,,,1229000,6.1,,,,,,
"Treadmill",160,459,5.6,"Kilometer",2252000,81.38,,,,8.97,5160,
"Treadmill",145,597,9.3,"Kilometer",3090000,57.91,,,,10.78,8280,
"Treadmill",142,624,10.1,"Kilometer",3373000,57,,,,10.68,8997,
"Treadmill",164,873,9.84,"Kilometer",4089000,505.66,,,,8.59,9157,
"Treadmill",119,714,11.32,"Kilometer",5316000,307.85,,,,7.62,9837,
"Run",151,1694,25.49,"Kilometer",8900000,899.77,340.75,,,10.56,24119,
"Walk",99,149,,,1485000,9.14,,,,,1840,
"Walk",106,188,,,1792000,9.14,,,,,1963,
"Treadmill",161,622,8.29,"Kilometer",3021000,279.5,,,,9.76,7028,
"Treadmill",136,605,10.79,"Kilometer",3456000,22.86,,,,11.19,9040,
"Treadmill",156,570,7.33,"Kilometer",2829000,98.45,,,,9.27,6332,
"Hike",100,487,2.01,"Kilometer",4266000,445.92,2136.77,,,1.68,3403,
"Hike",95,550,2.27,"Kilometer",5427000,455.37,2392.18,,,1.5,4242,
"Hike",104,646,3.2,"Kilometer",5018000,502.31,1583.35,,,2.27,4873,
"Treadmill",138,657,9.77,"Kilometer",3801000,253.29,,,,9.46,8399,
"Hike",82,36,0.05,"Kilometer",633000,0.91,13346.02,,,0.27,158,
"Hike",93,673,3.49,"Kilometer",5263000,497.43,1477.71,,,2.44,5398,
"Treadmill",143,179,2.61,"Kilometer",971000,9.45,,,,9.49,2256,
"Treadmill",147,695,11.52,"Kilometer",3951000,77.42,,,,11.15,9684,
"Walk",83,257,,,3379000,15.24,,,,,2838,
"Treadmill",164,429,4.97,"Kilometer",2040000,163.98,,,,8.59,4425,
"Walk",106,190,,,1741000,0,,,,,2728,
"Treadmill",142,628,10.33,"Kilometer",3436000,96.62,,,,10.83,8816,
"Sport",94,106,,,973000,,,,,,1285,
"Treadmill",162,512,7.19,"Kilometer",2436000,436.17,,,,10.55,6146,
"Treadmill",138,453,8.12,"Kilometer",2731000,56.08,,,,11.15,6894,
"Treadmill",144,496,6.23,"Kilometer",2974000,308.15,,,,7.81,5561,
"Hike",95,904,3.56,"Kilometer",9244000,884.53,2594.36,,,1.39,6407,
"Run",147,757,11.19,"Kilometer",4290000,66.14,351.05,,,10.25,10405,
"Walk",95,792,3.05,"Kilometer",8791000,746.46,2897.01,,,1.24,5751,
"Hike",97,1360,7.14,"Kilometer",12990000,1187.2,1829.31,,,1.97,10658,
"Walk",105,241,,,2150000,6.1,,,,,2234,
"Treadmill",146,581,9.67,"Kilometer",3113000,242.32,,,,11.07,8165,
"Treadmill",157,560,7.57,"Kilometer",2821000,274.02,,,,9.53,6598,
"Treadmill",119,189,2.88,"Kilometer",1334000,0.31,,,,7.65,2604,
"Treadmill",141,714,9.82,"Kilometer",4334000,244.15,,,,8.63,8724,
"Treadmill",163,606,8.13,"Kilometer",3141000,163.98,,,,10.03,7116,
"Treadmill",144,452,7.95,"Kilometer",2507000,48.77,,,,11.35,6705,
"Treadmill",142,465,8.09,"Kilometer",2677000,60.66,,,,11.33,6863,
"Walk",102,124,,,1229000,6.1,,,,,2203,
"Run",114,1725,14.95,"Kilometer",32777000,381.15,2193.08,,,1.64,13984,
"Treadmill",145,246,4.14,"Kilometer",1478000,4.57,,,,11,3492,
"Treadmill",145,297,5.23,"Kilometer",1621000,14.02,,,,11.53,4396,
"Sport",104,114,,,922000,,,,,,1022,
"Sport",112,700,,,4966000,,,,,,5100,
"Treadmill",147,455,7.6,"Kilometer",2541000,44.5,,,,11.31,6419,
"Sport",94,440,,,3277000,,,,,,3715,
"Sport",91,424,,,3686000,,,,,,3420,
"Treadmill",138,145,2.16,"Kilometer",887000,2.44,,,,8.78,1884,
"Treadmill",171,483,5.57,"Kilometer",2339000,221.89,,,,9.06,4877,
"Walk",79,98,,,1228000,12.19,,,,,1093,
"Treadmill",133,576,10.44,"Kilometer",3577000,21.34,,,,10.41,8903,
"Treadmill",167,573,8.59,"Kilometer",2822000,85.34,,,,11.32,7264,
"Walk",98,94,,,922000,6.1,,,,,1171,
"Treadmill",164,445,5.46,"Kilometer",2319000,67.97,,,,8.97,4841,
"Treadmill",119,21,0.29,"Kilometer",165000,0,,,,6.4,283,
"Treadmill",148,680,11.28,"Kilometer",11422000,83.21,,,,11.24,9530,
"Walk",108,109,,,921000,6.1,,,,,1253,
"Treadmill",162,485,7.06,"Kilometer",2379000,104.55,,,,10.62,6118,
"Sport",106,298,,,2048000,,,,,,2032,
"Sport",94,309,,,3380000,,,,,,2175,
"Treadmill",127,330,5.52,"Kilometer",2329000,8.23,,,,9.07,4776,
"Walk",90,107,,,973000,9.14,,,,,1395,
"Swim",,349,1.9,"Kilometer",3226000,,1697.89,25,"Meter",2.12,,76
"Walk",97,125,,,1025000,3.05,,,,,1819,
"Hike",84,623,2.53,"Kilometer",8014000,658.06,3189.79,,,1.13,4335,
"Treadmill",150,167,2.8,"Kilometer",1051000,9.14,,,,10.77,2396,
"Sport",97,616,,,6400000,,,,,,4446,
"Treadmill",151,653,10.64,"Kilometer",3478000,68.28,,,,11.38,9009,
"Treadmill",146,718,11.5,"Kilometer",4113000,94.18,,,,10.58,9787,
"Treadmill",163,565,7.38,"Kilometer",2723000,364.54,,,,9.7,6450,
"Treadmill",154,550,8.86,"Kilometer",2792000,39.32,,,,11.3,7472,
"Treadmill",114,847,12.58,"Kilometer",6590000,237.44,,,,6.81,11463,
"Treadmill",161,795,12.13,"Kilometer",3889000,458.72,,,,11.55,10250,
"Walk",106,106,,,973000,15.24,,,,,1144,
"Treadmill",136,467,8.15,"Kilometer",2704000,53.95,,,,10.79,6964,
"Treadmill",141,252,2.69,"Kilometer",1406000,125.58,,,,6.77,2436,
"Treadmill",161,758,11.61,"Kilometer",3714000,199.34,,,,11.65,9796,
"Treadmill",172,319,4.16,"Kilometer",1673000,43.89,,,,10.16,3623,
"Sport",99,119,,,922000,,,,,,880,
"Treadmill",133,788,12,"Kilometer",5187000,265.18,,,,8.51,10541,
"Treadmill",161,765,10.44,"Kilometer",3733000,817.17,,,,10.02,8863,
"Hike",91,1508,4.69,"Kilometer",21282000,1080.52,4534.78,,,0.79,8369,
"Treadmill",152,723,11.77,"Kilometer",3747000,95.1,,,,11.22,9966,
"Treadmill",157,515,5.48,"Kilometer",2763000,96.32,,,,7.48,4987,
"Treadmill",145,656,11.21,"Kilometer",3542000,63.09,,,,11.35,9506,
"Hike",98,489,2.07,"Kilometer",4385000,430.68,2116.85,,,1.7,3557,
"Treadmill",148,543,8.84,"Kilometer",2842000,78.94,,,,11.14,7491,
"Treadmill",157,419,5.16,"Kilometer",2072000,82.6,,,,8.98,4610,
"Hike",97,1291,5.01,"Kilometer",10479000,1274.67,2089.95,,,1.72,9692,
"Hike",98,627,2.74,"Kilometer",4980000,460.55,1815.02,,,1.98,5174,
"Treadmill",151,570,9.29,"Kilometer",2896000,79.25,,,,11.49,7840,
"Treadmill",151,662,10.8,"Kilometer",3694000,38.71,,,,11.41,9136,
"Sport",100,757,,,6298000,,,,,,5664,
"Sport",103,184,,,1587000,,,,,,1907,
"Treadmill",136,578,8.21,"Kilometer",3548000,46.33,,,,8.6,7203,
"Walk",98,96,,,973000,6.1,,,,,926,
"Treadmill",158,529,6.93,"Kilometer",2700000,41.45,,,,9.64,5966,
"Walk",99,106,,,973000,12.19,,,,,1369,
"Treadmill",142,667,11.58,"Kilometer",3735000,1.52,,,,11.51,9841,
"Treadmill",150,593,9.81,"Kilometer",3032000,37.8,,,,11.6,8343,
"Treadmill",159,560,7.41,"Kilometer",2808000,53.04,,,,9.97,6501,
"Treadmill",129,661,11.75,"Kilometer",4035000,2.13,,,,10.49,10201,
"Treadmill",150,492,7.22,"Kilometer",2693000,27.74,,,,10.14,6309,
"Walk",109,120,,,973000,24.38,,,,,1603,
"Treadmill",130,649,11.63,"Kilometer",4017000,1.83,,,,10.43,9977,
"Sport",111,112,,,922000,,,,,,1157,
"Sport",124,341,,,2407000,,,,,,3677,
"Walk",98,497,,,4403000,3.05,,,,,6712,
"Walk",103,123,,,1024000,15.24,,,,,1513,
"Hike",87,765,3.1,"Kilometer",6601000,784.56,2131.27,,,1.69,5205,
"Treadmill",95,158,1.82,"Kilometer",2013000,1.83,,,,3.39,1684,
"Walk",100,145,,,1536000,27.23,,,,,1629,
"Hike",85,7,0,"Kilometer",92000,0,26300.58,,,0.14,7,
"Hike",97,1531,6.01,"Kilometer",16538000,1384.1,2729.08,,,1.32,9537,
"Treadmill",144,640,10.52,"Kilometer",3446000,6.71,,,,10.89,8937,
"Treadmill",132,513,9.6,"Kilometer",3169000,2.74,,,,11.38,8159,
"Sport",102,498,,,3174000,,,,,,4506,
"Run",139,557,8.82,"Kilometer",3271000,154.23,355.88,,,10.12,7873,
"Run",150,710,10.68,"Kilometer",3810000,169.77,344.18,,,10.46,9563,
"Run",114,89,1.37,"Kilometer",677000,8.53,491.98,,,7.32,1264,
"Run",162,819,11.66,"Kilometer",4024000,158.5,333.66,,,10.79,10234,
"Run",130,223,4.06,"Kilometer",1385000,85.34,340.55,,,10.57,3641,
"Run",162,527,8.08,"Kilometer",2824000,359.97,315.46,,,11.41,7065,
"Sport",105,447,,,3840000,,,,,,2749,
"Run",171,551,7.61,"Kilometer",2481000,296.88,325.77,,,11.05,6715,
"Run",163,906,13.33,"Kilometer",4229000,160.02,316.84,,,11.36,11639,
"Run",155,849,10.91,"Kilometer",4359000,102.72,387.27,,,9.3,9983,
"Run",140,833,11.31,"Kilometer",5000000,164.29,441.3,,,8.16,10071,
"Run",84,521,2.24,"Kilometer",9112000,56.08,4085.87,,,0.88,3424,
"Run",146,625,10.03,"Kilometer",3371000,125.27,335.87,,,10.72,8893,
"Walk",94,147,,,1587000,5.03,,,,,1513,
"Treadmill",138,774,4.94,"Kilometer",3842000,1.22,,,,4.59,6512,
"Walk",101,178,,,1280000,9.14,,,,,2327,
"Run",144,224,1.78,"Kilometer",913000,76.2,517.04,,,6.96,2104,
"Treadmill",156,626,5.08,"Kilometer",2462000,0.31,,,,7.43,5384,
"Walk",150,249,,,1177000,5.28,,,,,2101,
"Run",153,749,4.15,"Kilometer",3903000,2.74,728.46,,,4.94,6922,
"Walk",96,254,,,1639000,57.91,,,,,2930,
"Walk",96,149,,,1228000,21.34,,,,,1317,
"Treadmill",159,1010,6.59,"Kilometer",3800000,6.1,,,,6.24,8798,
"Walk",113,233,,,1383000,82.3,,,,,2295,
"Walk",106,196,,,1280000,12.14,,,,,2446,
"Walk",109,253,,,1536000,85.34,,,,,2624,
"Treadmill",78,0,0,"Kilometer",4246000,0,,,,0,0,
"Walk",98,234,,,1741000,9.14,,,,,2979,
"Run",133,1340,11.83,"Kilometer",6299000,99.37,527.89,,,6.82,15795,
"Run",157,780,5.79,"Kilometer",3032000,1.83,523.3,,,6.88,7756,
"Walk",100,166,,,1332000,24.38,,,,,1606,
"Treadmill",135,678,5.31,"Kilometer",3115000,5.18,,,,6.11,7144,
"Walk",107,242,,,1485000,82.3,,,,,2469,
"Run",142,178,1.73,"Kilometer",763000,72.85,430.29,,,8.37,1897,
"Treadmill",101,9,0.01,"Kilometer",110000,,,,,0.24,31,
"Aerobic Workout",123,464,,,2611000,,,,,,3937,
"Run",130,112,1.46,"Kilometer",654000,5.49,406.87,,,8.85,1527,
"Run",147,173,1.78,"Kilometer",751000,76.51,413.19,,,8.71,1843,
"Run",164,701,,,2714000,3.05,,,,,6120,
"Treadmill",76,0,0,"Kilometer",4000,0,,,,0,0,
"Walk",106,246,,,1740000,18.29,,,,,2786,
"Walk",92,217,,,1639000,3.05,,,,,2611,
"Run",147,174,1.72,"Kilometer",742000,75.9,425.24,,,8.47,1775,
"Treadmill",111,543,4,"Kilometer",3370000,1.52,,,,4.25,5318,
"Run",132,151,1.88,"Kilometer",744000,7.32,387.67,,,9.29,1839,
"Run",146,1103,,,4762000,76.2,,,,,12307,
"Walk",99,167,,,1331000,6.1,,,,,2158,
"Run",147,771,,,3569000,6.1,,,,,7746,
"Treadmill",148,1001,7.26,"Kilometer",4256000,12.19,,,,6.12,9004,
"Walk",104,278,,,1946000,48.77,,,,,3238,
"Run",151,128,1.18,"Kilometer",560000,36.58,439.69,,,8.19,1281,
"Run",115,65,0.7,"Kilometer",470000,23.47,644.01,,,5.59,811,
"Walk",108,242,,,1433000,85.34,,,,,2480,
"Treadmill",134,910,5.49,"Kilometer",4589000,16.46,,,,4.22,6830,
"Walk",101,132,,,973000,6.1,,,,,1121,
"Walk",91,163,,,1484000,3.05,,,,,1457,
"Walk",103,183,,,1331000,12.19,,,,,2308,
"Walk",109,252,,,1638000,6.1,,,,,2685,
"Walk",91,236,,,1946000,9.14,,,,,2639,
"Walk",91,146,,,1178000,9.14,,,,,1531,
"Run",141,175,1.79,"Kilometer",761000,80.16,422.96,,,8.51,1875,
"Treadmill",133,736,4.65,"Kilometer",3636000,7.01,,,,4.61,6003,
"Run",131,125,1.75,"Kilometer",955000,9.75,358.29,,,10.05,1548,
"Treadmill",138,1448,16.57,"Kilometer",6617000,1.52,,,,8.97,16082,
"Run",107,122,1.39,"Kilometer",911000,6.1,576.46,,,6.25,1606,
"Walk",114,250,,,1485000,79.25,,,,,2459,
"Walk",103,181,,,1331000,12.19,,,,,2320,
"Walk",101,258,,,1587000,97.54,,,,,2691,
"Walk",101,216,,,1638000,6.1,,,,,2560,
"Run",138,170,1.81,"Kilometer",749000,75.9,412.37,,,8.73,1885,
"Treadmill",140,757,7.4,"Kilometer",3364000,5.49,,,,7.92,7880,
"Walk",106,256,,,1639000,85.34,,,,,2530,
"Walk",105,176,,,1229000,15.24,,,,,2220,
"Treadmill",151,757,5.97,"Kilometer",3133000,10.36,,,,6.82,6606,
"Walk",107,268,,,1690000,85.34,,,,,2653,
"Run",137,175,1.79,"Kilometer",785000,73.15,434.95,,,8.28,1945,
"Treadmill",104,38,0.13,"Kilometer",294000,,,,,1.6,192,
"Aerobic Workout",147,253,,,1076000,,,,,,2183,
"Run",127,145,1.87,"Kilometer",705000,7.32,375.79,,,9.58,1801,
"Walk",105,244,,,1536000,76.2,,,,,2602,
"Treadmill",146,286,2.67,"Kilometer",1263000,0.31,,,,7.63,2894,
"Walk",98,145,,,1126000,27.43,,,,,1305,
"Walk",98,184,,,1434000,5.79,,,,,2393,
"Aerobic Workout",126,280,,,1537000,,,,,,2392,
"Sport",111,200,,,1331000,,,,,,1558,
"Aerobic Workout",119,232,,,1382000,,,,,,1685,
"Run",153,1928,23.16,"Kilometer",7752000,175.57,331.73,,,10.85,19904,
"Run",110,138,1.44,"Kilometer",831000,5.49,575.15,,,6.26,1737,
"Run",126,301,,,1536000,26.82,,,,,3616,
"Treadmill",148,1032,8.85,"Kilometer",4456000,93.57,,,,7.12,10010,
"Treadmill",141,840,5.63,"Kilometer",3895000,1.52,,,,5.21,7374,
"Treadmill",164,640,4.92,"Kilometer",2375000,7.01,,,,7.37,5788,
"Treadmill",145,897,6.89,"Kilometer",3964000,28.96,,,,6.22,7624,
"Treadmill",145,719,7.78,"Kilometer",3071000,1.22,,,,9.03,8010,
"Walk",98,117,,,921000,3.05,,,,,1225,
"Sport",107,878,,,6503000,,,,,,6109,
"Sport",102,115,,,922000,,,,,,830,
"Walk",96,138,,,973000,3.05,,,,,1661,
"Run",138,870,10.99,"Kilometer",4469000,158.19,359.37,,,10.02,10278,
"Walk",98,165,,,1383000,3.05,,,,,1570,
"Sport",110,783,,,5324000,,,,,,6518,
"Walk",105,153,,,973000,0,,,,,1677,
"Run",142,612,6.9,"Kilometer",2658000,57.3,385.06,,,9.35,6936,
"Treadmill",162,1317,11.56,"Kilometer",4908000,42.06,,,,8.38,11956,
"Swim",,112,0.57,"Kilometer",922000,,1603.48,25,"Meter",2.25,,23
"Treadmill",160,571,5.5,"Kilometer",2200000,37.8,,,,9.01,5484,
"Walk",98,142,,,1024000,3.05,,,,,1657,
"Run",156,788,9.96,"Kilometer",3087000,67.06,312.79,,,11.51,8014,
"Treadmill",162,1011,9.02,"Kilometer",3910000,53.34,,,,8.26,8942,
"Treadmill",,0,0,"Kilometer",4000,0,,,,5.49,2,
"Run",134,750,10.93,"Kilometer",3369000,74.07,310.83,,,11.58,8835,
"Treadmill",151,465,4.13,"Kilometer",1906000,15.55,,,,7.73,4142,
"Walk",118,199,,,1331000,36.58,,,,,1614,
"Aerobic Workout",107,509,,,3687000,,,,,,3678,
"Walk",100,442,,,3380000,21.34,,,,,5261,
"Run",148,610,7.13,"Kilometer",2494000,56.69,349.56,,,10.3,6535,
"Run",150,684,7.97,"Kilometer",2786000,139.29,349.99,,,10.29,7228,
"Walk",102,170,,,1280000,9.14,,,,,1459,
"Walk",96,152,,,1126000,21.34,,,,,1556,
"Run",180,1647,16.17,"Kilometer",5719000,119.18,334.28,,,10.77,14715,
"Run",136,159,1.82,"Kilometer",723000,77.11,395.51,,,9.1,1851,
"Treadmill",106,663,5.42,"Kilometer",4290000,3.05,,,,4.51,7146,
"Run",142,178,1.82,"Kilometer",765000,75.29,417.23,,,8.63,1946,
"Treadmill",113,499,3.51,"Kilometer",3016000,47.85,,,,4.17,4655,
"Run",140,849,11.15,"Kilometer",3872000,72.54,339.25,,,10.61,9501,
"Treadmill",138,796,6.06,"Kilometer",3690000,50.6,,,,5.85,6891,
"Run",144,771,8.85,"Kilometer",3235000,124.05,365.24,,,9.86,8444,
"Treadmill",135,904,5.12,"Kilometer",4355000,2.74,,,,4.23,6802,
"Aerobic Workout",120,695,,,3789000,,,,,,5543,
"Walk",94,183,,,1331000,12.19,,,,,2171,
"Walk",89,204,,,1485000,18.29,,,,,2454,
"Walk",84,185,,,1383000,18.29,,,,,2098,
"Run",139,183,1.8,"Kilometer",753000,75.29,420.98,,,8.55,1855,
"Treadmill",105,1380,7.08,"Kilometer",10144000,46.33,,,,2.49,9680,
"Walk",102,243,,,1485000,85.34,,,,,2515,
"Walk",112,190,,,1126000,12.19,,,,,2084,
"Run",144,177,1.75,"Kilometer",756000,75.9,431.56,,,8.34,1776,
"Aerobic Workout",114,540,,,3328000,,,,,,5087,
"Sport",100,177,,,1382000,,,,,,1060,
"Sport",112,651,,,4353000,,,,,,2726,
"Sport",123,207,,,1178000,,,,,,874,
"Run",139,776,10.22,"Kilometer",3669000,102.11,347.61,,,10.36,8796,
"Run",154,164,1.6,"Kilometer",685000,74.37,401.47,,,8.97,1594,
"Treadmill",113,623,4.56,"Kilometer",3890000,1.83,,,,4.2,6196,
"Run",146,151,1.78,"Kilometer",646000,14.63,357.24,,,10.08,1604,
"Run",139,227,1.96,"Kilometer",1417000,80.47,511.92,,,7.03,2208,
"Treadmill",142,636,7.13,"Kilometer",2829000,4.57,,,,9.02,6920,
"Run",144,131,1.79,"Kilometer",595000,12.19,330.67,,,10.89,1518,
"Walk",105,261,,,1741000,51.82,,,,,2860,
"Treadmill",136,1062,9.27,"Kilometer",5359000,46.03,,,,6.21,9371,
"Run",137,178,1.85,"Kilometer",895000,79.25,427.68,,,8.42,1940,
"Treadmill",104,111,0.81,"Kilometer",807000,2.44,,,,3.56,1087,
"Treadmill",122,709,4.96,"Kilometer",4109000,15.24,,,,4.33,6566,
"Run",134,128,1.76,"Kilometer",673000,11.89,369.06,,,9.75,1622,
"Sport",107,228,,,1280000,,,,,,1500,
"Walk",107,212,,,1332000,82.3,,,,,2259,
"Walk",101,187,,,1280000,21.34,,,,,2427,
"Run",138,169,1.83,"Kilometer",801000,77.11,423.76,,,8.5,1919,
"Treadmill",119,678,4.35,"Kilometer",4139000,1.52,,,,3.77,5839,
"Walk",112,250,,,1537000,88.39,,,,,2402,
"Walk",105,135,,,973000,27.43,,,,,1322,
"Run",131,1005,9.64,"Kilometer",5260000,298.4,521.37,,,6.9,8988,
"Walk",105,125,,,921000,2.18,,,,,1505,
"Walk",98,107,,,922000,9.14,,,,,936,
"Run",134,86,1.05,"Kilometer",392000,0.31,371.22,,,9.7,956,
"Sport",128,982,,,5376000,,,,,,7273,
"Run",130,221,2.3,"Kilometer",1086000,78.94,472.34,,,7.62,2413,
"Run",116,143,1.41,"Kilometer",870000,6.1,625.5,,,5.76,1746,
"Run",126,126,1.33,"Kilometer",659000,26.82,472.24,,,7.62,1451,
"Treadmill",0,0,0,"Kilometer",246000,,,,,0,3,
"Treadmill",131,1390,9.58,"Kilometer",8312000,112.78,,,,4.8,12584,
"Treadmill",142,604,6.78,"Kilometer",2731000,7.93,,,,8.84,6809,
"Walk",102,256,,,1792000,27.43,,,,,3235,
"Treadmill",147,830,7.88,"Kilometer",3827000,34.75,,,,7.87,8245,
"Walk",106,163,,,1178000,9.14,,,,,2139,
"Run",144,153,1.77,"Kilometer",760000,73.46,403.2,,,8.93,1736,
"Treadmill",124,379,2.27,"Kilometer",2193000,,,,,3.73,3031,
"Run",139,129,1.69,"Kilometer",603000,4.88,356.34,,,10.1,1541,
"Run",149,155,1.77,"Kilometer",657000,75.9,365.62,,,9.85,1639,
"Treadmill",154,1016,9.33,"Kilometer",4293000,7.32,,,,7.93,9154,
"Run",149,95,1.35,"Kilometer",505000,10.67,343.21,,,10.49,1179,
"Run",143,584,8.11,"Kilometer",2530000,56.69,315.96,,,11.39,6597,
"Walk",110,205,,,1280000,81.79,,,,,2152,
"Treadmill",153,761,3.51,"Kilometer",3392000,1.83,,,,3.73,4656,
"Walk",108,182,,,1280000,9.14,,,,,2324,
"Run",135,160,1.96,"Kilometer",1426000,77.72,434.06,,,8.29,1969,
"Run",143,708,9.75,"Kilometer",3168000,76.2,325.02,,,11.08,8098,
"Run",83,5,0.03,"Kilometer",426000,1.22,1563.59,,,2.3,35,
"Aerobic Workout",116,1301,,,7629000,,,,,,12119,
"Treadmill",110,1254,10.35,"Kilometer",9635000,38.71,,,,3.97,11214,
"Run",119,857,8.84,"Kilometer",4939000,260.3,526.83,,,6.83,8246,
"Run",127,106,1.15,"Kilometer",756000,6.1,531.18,,,6.78,1263,
"Treadmill",143,807,8.59,"Kilometer",6034000,1.22,,,,8.56,9122,
"Run",130,34,0.39,"Kilometer",231000,3.66,527.68,,,6.82,370,
"Walk",109,240,,,1485000,88.39,,,,,2357,
"Treadmill",146,702,7.25,"Kilometer",3029000,4.57,,,,8.58,7693,
"Treadmill",131,497,3.36,"Kilometer",2662000,0.91,,,,4.52,3251,
"Run",120,170,1.87,"Kilometer",1101000,58.52,531.44,,,6.77,1993,
"Walk",99,358,,,2867000,33.53,,,,,4056,
"Run",134,164,1.94,"Kilometer",912000,74.07,444.09,,,8.11,1978,
"Treadmill",127,1470,10.94,"Kilometer",8190000,3.35,,,,4.78,12421,
"Run",128,137,1.5,"Kilometer",989000,9.14,478.89,,,7.52,1618,
"Walk",100,661,,,4967000,6.1,,,,,7537,
"Treadmill",152,809,7.28,"Kilometer",3411000,7.01,,,,7.66,7481,
"Walk",110,214,,,1331000,85.34,,,,,2119,
"Treadmill",128,773,5.11,"Kilometer",4228000,0,,,,4.34,5823,
"Walk",101,167,,,1229000,9.14,,,,,2178,
"Run",142,767,10.09,"Kilometer",3488000,151.79,337.97,,,10.65,8707,
"Walk",95,181,,,1331000,0,,,,,1838,
"Treadmill",144,815,9.82,"Kilometer",3694000,24.99,,,,9.83,9157,
"Treadmill",115,1241,8.92,"Kilometer",8192000,59.44,,,,3.9,10122,
"Walk",110,146,,,973000,30.48,,,,,1177,
"Walk",105,158,,,1127000,0,,,,,1873,
"Run",124,993,10.86,"Kilometer",5558000,328.88,484.81,,,7.43,9794,
"Aerobic Workout",118,762,,,4404000,,,,,,7036,
"Sport",113,478,,,2895000,,,,,,3080,
