date,title,category,account,amount,currency,type,transfer_amount,transfer_currency,to_account,receive_amount,receive_currency
2024-01-11 03:53:57.667,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2024-01-10 10:00:50.505,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2024-01-10 03:53:00.000,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2024-01-09 14:55:44.452,person_c PayUp,peer_transfer,Savings Bank,2.41,USD,expense,,,,,
2024-01-09 12:14:56.340,Adjust balance,balance_adjustment,Savings Bank,0.56,EUR,expense,,,,,
2024-01-09 12:14:18.266,Adjust balance,balance_adjustment,Cash,0.22,EUR,expense,,,,,
2024-01-09 12:12:08.566,person_c PayUp,other_income,Savings Bank,2.22,EUR,income,,,,,
2024-01-09 12:11:43.743,RtA,transport,Savings Bank,0.39,EUR,expense,,,,,
2024-01-09 12:11:33.151,Recharge,transfer,Savings Bank,1.11,EUR,transfer,1.11,EUR,Metro Card,1.11,EUR
2024-01-09 03:50:35.826,Bus,transport,Cash,0.24,USD,expense,,,,,
2024-01-08 09:14:26.713,Payup,peer_transfer,Savings Bank,191.78,MKD,expense,,,,,
2024-01-08 09:13:22.434,Scholarship,other,Savings Bank,0.44,EUR,expense,,,,,
2024-01-07 10:06:54.505,Juice,food_drink,Cash,0.28,EUR,expense,,,,,
2024-01-07 09:14:00.000,Gala nyt,entertainment,Savings Bank,7.23,USD,expense,,,,,
2024-01-07 09:13:00.000,Parking,parking,Savings Bank,0.17,EUR,expense,,,,,
2024-01-07 09:12:00.000,Stationary,education,Savings Bank,0.8,EUR,expense,,,,,
2024-01-06 12:41:20.459,Auto,transport,Cash,0.22,EUR,expense,,,,,
2024-01-06 07:44:42.274,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-01-06 07:44:31.074,Auto,transport,Cash,13.7,MKD,expense,,,,,
2024-01-04 12:45:08.344,Snacks,food_drink,Savings Bank,0.72,USD,expense,,,,,
2024-01-04 03:49:57.713,Auto,transport,Cash,13.7,MKD,expense,,,,,
2024-01-02 12:57:39.490,Auto,transport,Cash,0.22,EUR,expense,,,,,
2024-01-02 12:57:29.414,Snacks,food_drink,Savings Bank,0.56,EUR,expense,,,,,
2024-01-02 03:58:55.807,Auto,transport,Savings Bank,0.24,USD,expense,,,,,
2024-01-02 03:58:47.813,Bus,transport,Cash,0.11,EUR,expense,,,,,
2024-01-01 05:09:11.934,Cake,food_drink,Savings Bank,3.33,EUR,expense,,,,,
2024-01-01 05:09:01.107,Party,entertainment,Savings Bank,3.89,EUR,expense,,,,,
2023-12-30 09:34:17.414,Breakfast,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-12-29 14:53:02.460,person_i Payback,other_income,Savings Bank,0.33,EUR,income,,,,,
2023-12-29 14:52:52.822,Snacks,food_drink,Savings Bank,1.11,EUR,expense,,,,,
2023-12-29 14:52:34.978,Help,transfer,Cash,1.11,EUR,transfer,1.11,EUR,Savings Bank,1.11,EUR
2023-12-29 07:07:45.817,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-29 07:07:44.907,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-12-28 14:03:08.412,Salary,salary,Savings Bank,37.71,USD,income,,,,,
2023-12-28 04:47:55.708,Breakfast,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-12-27 12:44:25.147,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-12-27 12:44:18.344,Auto,transport,Cash,0.24,USD,expense,,,,,
2023-12-27 03:22:15.547,Stationary,education,Savings Bank,0.39,EUR,expense,,,,,
2023-12-27 03:22:05.053,Bus,transport,Cash,0.12,USD,expense,,,,,
2023-12-26 13:24:32.510,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-12-26 08:47:33.752,Lunch,food_drink,Savings Bank,0.78,EUR,expense,,,,,
2023-12-26 04:53:01.660,Adjust balance,balance_adjustment,Cash,0.5,EUR,expense,,,,,
2023-12-26 03:34:28.984,Breakfast,food_drink,Savings Bank,0.39,EUR,expense,,,,,
2023-12-25 14:00:56.062,Bread,groceries,Savings Bank,47.95,MKD,expense,,,,,
2023-12-25 09:03:22.892,Lunch,food_drink,Savings Bank,2.65,USD,expense,,,,,
2023-12-25 06:48:47.727,Tea,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-12-25 06:48:41.761,Water,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-12-25 06:48:34.150,Breakfast,food_drink,Savings Bank,0.67,EUR,expense,,,,,
2023-12-25 06:48:28.156,Breakfast,food_drink,Savings Bank,0.44,EUR,expense,,,,,
2023-12-25 02:59:00.000,Chicken keema,food_drink,Savings Bank,2.08,EUR,expense,,,,,
2023-12-25 02:59:00.000,Interest,interest,Savings Bank,0.33,EUR,income,,,,,
2023-12-24 06:49:00.000,Breakfast,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-12-24 06:46:00.000,Coffee,food_drink,Savings Bank,2.74,MKD,expense,,,,,
2023-12-24 06:46:00.000,Coffee,food_drink,Cash,6.85,MKD,expense,,,,,
2023-12-23 14:02:51.092,Recharge,utilities,Savings Bank,2.88,EUR,expense,,,,,
2023-12-22 09:34:46.558,Snacks,food_drink,Savings Bank,0.72,USD,expense,,,,,
2023-12-22 07:41:28.912,Payup,other_income,Cash,2.22,EUR,income,,,,,
2023-12-22 07:41:18.956,Payup,other_income,Savings Bank,7.78,EUR,income,,,,,
2023-12-22 06:59:55.062,Auto,transport,Savings Bank,13.7,MKD,expense,,,,,
2023-12-22 03:30:00.000,Ticket refund,refund,Savings Bank,116.82,MKD,income,,,,,
2023-12-22 03:28:00.000,Juice,food_drink,Savings Bank,1.57,USD,expense,,,,,
2023-12-22 03:28:00.000,Payup,other_income,Savings Bank,0.44,EUR,income,,,,,
2023-12-22 03:27:00.000,Pizza,food_drink,Savings Bank,1.89,EUR,expense,,,,,
2023-12-21 08:51:40.915,Tickets,entertainment,Savings Bank,4.53,USD,expense,,,,,
2023-12-21 07:46:46.462,Gift 🎁,gifts,Savings Bank,17.22,EUR,expense,,,,,
2023-12-21 04:47:33.906,Stonks Return,investment_income,Savings Bank,0.93,EUR,income,,,,,
2023-12-20 15:19:36.021,Shawarma 🌯,food_drink,Savings Bank,3.67,EUR,expense,,,,,
2023-12-20 13:21:25.697,Snacks,food_drink,Savings Bank,0.61,EUR,expense,,,,,
2023-12-20 12:55:23.182,Recharge,utilities,Savings Bank,176.64,MKD,expense,,,,,
2023-12-20 12:52:20.771,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-20 07:12:40.662,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-12-20 07:12:37.700,Snacks,food_drink,Savings Bank,0.39,EUR,expense,,,,,
2023-12-19 06:42:52.173,Cashback,rewards,Savings Bank,0.03,EUR,income,,,,,
2023-12-18 14:20:33.375,Adjust balance,balance_adjustment,Cash,205.48,MKD,income,,,,,
2023-12-18 13:54:15.211,Adjust balance,balance_adjustment,Savings Bank,0.02,EUR,income,,,,,
2023-12-18 13:53:46.737,Weekend,other,Savings Bank,3.22,EUR,expense,,,,,
2023-12-16 13:51:00.000,Card maintenance,utilities,Savings Bank,3.28,EUR,expense,,,,,
2023-12-16 13:50:00.000,Bus Pass,transport,Savings Bank,4.78,EUR,expense,,,,,
2023-12-16 06:15:44.787,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-12-15 17:39:48.434,person_i Payback,other_income,Cash,0.33,EUR,income,,,,,
2023-12-15 17:39:38.159,person_c PayUp,other_income,Savings Bank,0.44,EUR,income,,,,,
2023-12-15 17:37:53.345,Juice,food_drink,Savings Bank,27.4,MKD,expense,,,,,
2023-12-15 17:37:39.927,Snacks,food_drink,Savings Bank,71.92,MKD,expense,,,,,
2023-12-15 05:26:55.111,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-12-15 05:26:48.237,Snacks,food_drink,Cash,0.78,EUR,expense,,,,,
2023-12-14 04:56:43.264,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-12-13 17:49:54.294,Biryani,food_drink,Savings Bank,6.27,USD,expense,,,,,
2023-12-13 14:46:42.668,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-13 14:46:33.503,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-13 14:46:31.913,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-12-12 17:10:27.370,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-12-12 02:48:36.894,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-11 13:49:22.709,Adjust balance,balance_adjustment,Savings Bank,0.02,EUR,expense,,,,,
2023-12-11 13:45:25.240,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-12-11 03:22:38.688,Auto,transport,Savings Bank,0.24,USD,expense,,,,,
2023-12-10 03:22:00.000,Bonda,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-12-09 16:11:36.601,Snacks,food_drink,Savings Bank,1.57,USD,expense,,,,,
2023-12-09 16:10:41.947,Gpay,other_income,Savings Bank,0.28,EUR,income,,,,,
2023-12-09 03:23:28.486,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-12-08 13:33:46.243,Snacks,food_drink,Savings Bank,0.78,EUR,expense,,,,,
2023-12-08 13:00:35.749,Adjust balance,balance_adjustment,Savings Bank,0.06,EUR,expense,,,,,
2023-12-08 12:59:59.163,Printouts,education,Savings Bank,0.11,EUR,expense,,,,,
2023-12-08 12:59:45.192,Coke,food_drink,Savings Bank,0.17,EUR,expense,,,,,
2023-12-08 12:55:08.212,Adjust balance,balance_adjustment,Cash,1.06,EUR,income,,,,,
2023-12-07 12:59:00.000,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-12-07 12:55:00.000,Withdraw,other,Savings Bank,5.56,EUR,expense,,,,,
2023-12-07 11:20:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-12-07 02:58:24.512,Adjust balance,balance_adjustment,Cash,13.7,MKD,expense,,,,,
2023-12-07 02:57:58.498,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-06 18:08:07.880,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-12-06 18:07:55.126,Help,transfer,Savings Bank,82.19,MKD,transfer,82.19,MKD,Cash,82.19,MKD
2023-12-06 12:57:00.000,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-12-06 03:53:19.450,Adjust balance,balance_adjustment,Cash,0.89,EUR,income,,,,,
2023-12-06 03:53:13.035,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-12-06 03:53:07.487,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-05 01:49:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-05 01:49:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-12-04 16:39:13.662,Snacks,food_drink,Savings Bank,0.83,EUR,expense,,,,,
2023-12-04 16:36:59.062,Jalebi,food_drink,Savings Bank,0.56,EUR,expense,,,,,
2023-12-04 16:36:41.801,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-04 16:36:34.724,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-12-02 14:46:32.344,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-12-02 14:46:23.183,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2023-12-01 14:07:24.158,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-12-01 12:47:08.500,Adjust balance,balance_adjustment,Cash,0.11,EUR,expense,,,,,
2023-12-01 07:51:12.093,person_b,other_income,Savings Bank,2.44,EUR,income,,,,,
2023-12-01 06:52:48.720,AtrR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-29 15:34:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-29 15:33:00.000,AtrR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-29 15:33:00.000,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-11-29 14:45:01.328,Biryani 🍚,food_drink,Savings Bank,6.27,USD,expense,,,,,
2023-11-29 14:44:19.650,Shawarma 🌯,food_drink,Savings Bank,1.69,USD,expense,,,,,
2023-11-29 10:53:26.997,Lunch payup,peer_transfer,Savings Bank,6.13,EUR,expense,,,,,
2023-11-29 08:14:04.299,family_member_a,peer_transfer,Savings Bank,111.11,EUR,expense,,,,,
2023-11-29 08:10:05.768,Salary,salary,Savings Bank,247.59,EUR,income,,,,,
2023-11-29 02:30:53.478,person_b,peer_transfer,Savings Bank,0.22,EUR,expense,,,,,
2023-11-28 11:29:44.156,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-11-28 02:32:00.000,Juice,food_drink,Savings Bank,13.7,MKD,expense,,,,,
2023-11-27 00:34:00.000,AtrR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-26 23:34:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-26 13:25:51.138,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-11-26 12:30:43.567,Shampoo,personal_care,Savings Bank,0.04,EUR,expense,,,,,
2023-11-25 17:27:08.559,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-11-25 14:28:37.182,Adjust balance,balance_adjustment,Savings Bank,0.21,EUR,expense,,,,,
2023-11-25 14:23:29.453,Exam fees,education,Savings Bank,9.64,USD,expense,,,,,
2023-11-24 17:55:52.227,Snacks,food_drink,Savings Bank,0.39,EUR,expense,,,,,
2023-11-23 17:55:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-23 17:54:00.000,AtrR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-23 14:27:00.000,Something,other,Savings Bank,0.56,EUR,expense,,,,,
2023-11-22 03:02:47.117,Recharge,transfer,Savings Bank,2.22,EUR,transfer,2.22,EUR,Metro Card,2.22,EUR
2023-11-22 01:48:00.000,AtrR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-22 01:48:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-21 14:27:00.000,Curd,food_drink,Savings Bank,0.51,EUR,expense,,,,,
2023-11-21 14:26:00.000,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-11-21 12:38:04.697,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-21 06:57:29.028,person_b pass,peer_transfer,Savings Bank,2.22,EUR,expense,,,,,
2023-11-21 05:04:04.458,AtrR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-21 03:14:37.522,Recharge,utilities,Savings Bank,2.88,EUR,expense,,,,,
2023-11-20 13:09:53.839,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-20 08:38:31.969,family_member_b,peer_transfer,Cash,0.56,EUR,expense,,,,,
2023-11-20 04:16:05.047,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2023-11-19 14:35:21.100,Adjust balance,balance_adjustment,Cash,0.22,EUR,income,,,,,
2023-11-18 14:33:00.000,Bus pass,transport,Savings Bank,294.52,MKD,expense,,,,,
2023-11-18 03:45:47.429,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-11-18 02:56:01.771,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-11-17 15:49:26.245,Withdraw,transfer,Savings Bank,2.22,EUR,transfer,2.22,EUR,Cash,2.22,EUR
2023-11-17 15:45:38.543,Saman,other,Savings Bank,1.84,USD,expense,,,,,
2023-11-17 13:24:05.567,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-17 07:24:46.817,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-16 13:15:37.979,RtA,transport,Metro Card,0.42,USD,expense,,,,,
2023-11-16 13:13:59.113,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-16 13:13:48.761,Adjust balance,balance_adjustment,Cash,0.22,EUR,expense,,,,,
2023-11-16 12:26:08.443,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-16 03:38:46.224,Recharge,transfer,Savings Bank,2.22,EUR,transfer,2.22,EUR,Metro Card,2.22,EUR
2023-11-15 04:43:29.264,AtR,transport,Savings Bank,0.39,EUR,expense,,,,,
2023-11-14 04:46:33.165,Adjust balance,balance_adjustment,Savings Bank,0.15,EUR,income,,,,,
2023-11-14 04:40:40.406,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-11-14 02:49:41.199,family_member_b,peer_transfer,Cash,0.22,EUR,expense,,,,,
2023-11-13 02:50:00.000,Print,education,Savings Bank,68.49,MKD,expense,,,,,
2023-11-13 02:50:00.000,AtR,transport,Savings Bank,0.39,EUR,expense,,,,,
2023-11-12 14:21:28.134,Snacks,food_drink,Savings Bank,0.78,EUR,expense,,,,,
2023-11-12 13:43:47.628,Clothes,shopping,Savings Bank,11.67,EUR,expense,,,,,
2023-11-12 13:43:30.296,Clothes,shopping,Savings Bank,17.86,EUR,expense,,,,,
2023-11-11 09:44:13.882,Snacks,food_drink,Savings Bank,1.17,EUR,expense,,,,,
2023-11-11 04:41:00.000,Snacks,food_drink,Savings Bank,1.56,EUR,expense,,,,,
2023-11-11 03:45:36.925,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-11-11 03:45:29.506,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-11-10 14:37:48.383,Haircut,personal_care,Savings Bank,1.67,EUR,expense,,,,,
2023-11-10 12:39:38.851,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-10 12:39:27.438,RtA,transport,Metro Card,0.42,USD,expense,,,,,
2023-11-10 12:39:11.482,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2023-11-09 04:35:00.000,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-09 04:35:00.000,RtA,transport,Metro Card,23.97,MKD,expense,,,,,
2023-11-09 04:35:00.000,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-08 14:46:33.699,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-08 14:46:25.456,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-08 14:46:12.011,DishTV,utilities,Savings Bank,2.44,EUR,expense,,,,,
2023-11-08 04:43:00.000,Juice,food_drink,Savings Bank,0.11,EUR,expense,,,,,
2023-11-08 04:36:02.143,Recharge,transfer,Savings Bank,2.22,EUR,transfer,2.22,EUR,Metro Card,2.22,EUR
2023-11-07 12:41:00.000,RtA,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-07 10:42:39.245,Electricity,utilities,Savings Bank,8.6,EUR,expense,,,,,
2023-11-07 04:31:45.580,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2023-11-07 04:31:33.413,Rapido,transport,Savings Bank,0.49,EUR,expense,,,,,
2023-11-06 05:23:14.984,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-05 13:43:25.042,Maida,groceries,Savings Bank,17.12,MKD,expense,,,,,
2023-11-05 04:44:00.000,Adjust,balance_adjustment,Savings Bank,0.33,EUR,expense,,,,,
2023-11-04 13:39:41.767,person_c,peer_transfer,Savings Bank,1.56,EUR,expense,,,,,
2023-11-04 05:26:44.731,Printouts,education,Savings Bank,4.28,EUR,expense,,,,,
2023-11-04 04:45:00.000,Treat,food_drink,Savings Bank,7.22,EUR,expense,,,,,
2023-11-03 05:08:00.000,person_b,other_income,Savings Bank,26.67,EUR,income,,,,,
2023-11-03 05:08:00.000,Seminar print,education,Savings Bank,1.16,EUR,expense,,,,,
2023-11-03 05:06:00.000,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-02 12:43:39.434,Amazon,shopping,Savings Bank,21.1,EUR,expense,,,,,
2023-11-02 05:06:00.000,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-01 18:10:55.602,Grocery,groceries,Savings Bank,25.79,EUR,expense,,,,,
2023-11-01 16:20:37.828,Biryani,food_drink,Savings Bank,5.78,EUR,expense,,,,,
2023-11-01 12:21:50.928,Recharge,transfer,Savings Bank,2.41,USD,transfer,2.41,USD,Metro Card,2.41,USD
2023-11-01 12:21:35.753,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-11-01 12:21:26.593,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-01 12:21:20.752,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-11-01 02:30:08.193,Shampoo,personal_care,Savings Bank,2.74,MKD,expense,,,,,
2023-10-31 16:31:38.103,Salary,salary,Savings Bank,7556.85,MKD,income,,,,,
2023-10-31 13:52:07.768,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-10-31 12:04:29.967,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-10-30 12:21:01.699,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-10-30 04:38:50.763,Bus,transport,Cash,13.7,MKD,expense,,,,,
2023-10-28 05:11:50.025,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-10-27 13:39:24.498,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-10-27 13:39:13.463,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-10-27 04:03:33.948,Recharge,transfer,Savings Bank,1.11,EUR,transfer,1.11,EUR,Metro Card,1.11,EUR
2023-10-26 12:16:39.077,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2023-10-26 12:16:26.990,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-10-26 07:21:17.388,person_b,peer_transfer,Savings Bank,2.41,USD,expense,,,,,
2023-10-26 03:19:00.000,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-10-25 18:09:16.546,Adjust balance,balance_adjustment,Metro Card,0.39,EUR,expense,,,,,
2023-10-25 18:08:06.992,Adjust balance,balance_adjustment,Cash,0.49,EUR,expense,,,,,
2023-10-25 18:06:00.940,person_h Payup,peer_transfer,Savings Bank,0.67,EUR,expense,,,,,
2023-10-25 18:05:16.186,Recharge,utilities,Savings Bank,5.23,EUR,expense,,,,,
2023-10-25 18:04:46.422,family_member_a,family_support,Savings Bank,6.67,EUR,income,,,,,
2023-10-24 18:04:00.000,Biryani 🍚,food_drink,Savings Bank,243.84,MKD,expense,,,,,
2023-10-24 18:03:00.000,family_member_b,family_support,Savings Bank,2.41,USD,income,,,,,
2023-10-24 18:02:00.000,Egg Roll 🌯,food_drink,Savings Bank,1.56,EUR,expense,,,,,
2023-10-24 18:01:00.000,Bus Pass 💳,transport,Savings Bank,4.89,EUR,expense,,,,,
2023-10-24 18:00:00.000,Adjust,balance_adjustment,Savings Bank,0.44,EUR,expense,,,,,
2023-10-23 17:57:00.000,Rapido 🚲,transport,Savings Bank,0.82,EUR,expense,,,,,
2023-10-23 17:47:00.000,Adjust,balance_adjustment,Savings Bank,0.11,EUR,expense,,,,,
2023-10-22 17:45:00.000,Egg roll 🌯,food_drink,Savings Bank,1.93,USD,expense,,,,,
2023-10-22 16:39:00.000,person_h Paid,other_income,Savings Bank,0.72,USD,income,,,,,
2023-10-22 16:38:00.000,Recharge,utilities,Savings Bank,177.4,MKD,expense,,,,,
2023-10-22 12:42:40.411,Bus,transport,Cash,0.33,EUR,expense,,,,,
2023-10-22 12:42:27.696,Bus,transport,Cash,0.22,EUR,expense,,,,,
2023-10-22 10:45:00.000,Snacks,food_drink,Savings Bank,0.33,EUR,expense,,,,,
2023-10-22 02:54:45.615,family_member_b,peer_transfer,Cash,34.25,MKD,expense,,,,,
2023-10-21 16:02:43.591,Juice,food_drink,Cash,0.33,EUR,expense,,,,,
2023-10-21 03:07:10.139,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-10-20 03:55:42.633,Bus,transport,Cash,20.55,MKD,expense,,,,,
2023-10-20 03:10:00.000,PtA,transport,Metro Card,0.11,EUR,expense,,,,,
2023-10-20 03:09:00.000,HtP,transport,Metro Card,0.39,EUR,expense,,,,,
2023-10-20 03:07:00.000,AtR,transport,Metro Card,23.97,MKD,expense,,,,,
2023-10-20 03:00:00.000,Bus,transport,Cash,0.33,EUR,expense,,,,,
2023-10-19 12:12:05.334,RtA,transport,Metro Card,0.5,EUR,expense,,,,,
2023-10-19 09:44:54.023,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-10-18 13:59:19.658,Recharge,transfer,Savings Bank,0.6,USD,transfer,0.6,USD,Metro Card,0.6,USD
2023-10-18 13:57:27.120,Snacks,food_drink,Cash,20.55,MKD,expense,,,,,
2023-10-18 13:56:49.505,Withdraw,transfer,Savings Bank,5.56,EUR,transfer,5.56,EUR,Cash,5.56,EUR
2023-10-18 13:56:15.773,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-10-18 11:47:13.193,AtR,transport,Metro Card,0.39,EUR,expense,,,,,
2023-10-18 03:46:36.511,Adjust balance,balance_adjustment,Savings Bank,0.22,EUR,income,,,,,
2023-10-18 03:45:43.457,Recharge,transfer,Savings Bank,2.22,EUR,transfer,2.22,EUR,Metro Card,2.22,EUR
2023-10-17 14:06:51.024,Stonks,financial,Savings Bank,1.23,EUR,expense,,,,,
2023-10-17 14:05:51.717,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-10-17 14:05:45.338,Bus,transport,Cash,0.11,EUR,expense,,,,,
2023-10-17 14:05:28.329,Metro,transport,Savings Bank,0.39,EUR,expense,,,,,
2023-10-17 14:05:15.571,person_b,peer_transfer,Savings Bank,684.93,MKD,expense,,,,,
2023-10-17 14:05:09.168,family_member_a,peer_transfer,Savings Bank,22.22,EUR,expense,,,,,
2023-10-16 02:31:46.122,Capt. Payment,other_income,Savings Bank,55.56,EUR,income,,,,,
2023-10-15 03:06:47.570,Adjust balance,balance_adjustment,Savings Bank,0.39,EUR,expense,,,,,
2023-10-15 03:05:27.517,Adjust balance,balance_adjustment,Cash,0.1,USD,income,,,,,
2023-10-06 07:54:37.276,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-10-06 02:28:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-10-05 11:18:59.944,Auto,transport,Cash,13.7,MKD,expense,,,,,
2023-10-05 02:36:50.722,family_member_a,family_support,Cash,1,EUR,income,,,,,
2023-10-03 12:59:56.996,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-10-03 02:48:42.707,Bus,transport,Cash,6.85,MKD,expense,,,,,
2023-09-30 09:59:33.963,family_member_a,peer_transfer,Savings Bank,5.56,EUR,expense,,,,,
2023-09-30 05:06:46.756,Snacks,food_drink,Savings Bank,0.61,EUR,expense,,,,,
2023-09-29 17:31:00.000,Auto+Bus,transport,Cash,0.33,EUR,expense,,,,,
2023-09-28 17:35:00.000,family_member_a,peer_transfer,Savings Bank,6.02,USD,expense,,,,,
2023-09-28 13:48:55.602,Snacks,food_drink,Savings Bank,0.78,EUR,expense,,,,,
2023-09-28 11:01:06.138,Adjust balance,balance_adjustment,Cash,0.04,EUR,expense,,,,,
2023-09-28 10:30:25.262,family_member_a,peer_transfer,Savings Bank,11.11,EUR,expense,,,,,
2023-09-28 06:34:26.839,person_b,peer_transfer,Cash,0.22,EUR,expense,,,,,
2023-09-27 06:34:00.000,Auto,transport,Cash,0.22,EUR,expense,,,,,
2023-09-27 03:14:57.910,person_c,peer_transfer,Savings Bank,0.44,EUR,expense,,,,,
2023-09-25 17:39:00.000,Interest,interest,Savings Bank,0.03,EUR,income,,,,,
2023-09-25 14:21:44.027,Snacks,food_drink,Savings Bank,0.28,EUR,expense,,,,,
2023-09-25 14:21:22.409,Jalebi,food_drink,Savings Bank,0.22,EUR,expense,,,,,
2023-09-25 14:21:05.606,Auto,transport,Savings Bank,0.22,EUR,expense,,,,,
2023-09-25 14:20:59.632,Bus,transport,Cash,0.11,EUR,expense,,,,,
