input,mediaType,title,rating,favorite,timeOffset
"saw out-of-towners, the 4 8h ago",movie,"Out-of-Towners, The",4,False,-PT8H
movie highlander 5 stars,movie,Highlander,10,False,PT0M
watched bridesmaids 8/10,movie,Bridesmaids,8,False,PT0M
film donnie brasco 7/10 5 days ago,movie,Donnie Brasco,7,False,-P5D
movie jeepers creepers 3 stars,movie,Jeepers Creepers,6,False,PT0M
saw manhattan 6 -21d,movie,Manhattan,6,False,-P21D
film bone tomahawk 4.5 stars -20d,movie,Bone Tomahawk,9,False,-P20D
saw in the name of the father 6/10 10 hours ago,movie,In the Name of the Father,6,False,-PT10H
watched halloween (1978) 5 stars -15h,movie,Halloween (1978),10,False,-PT15H
watched jurassic park 5 stars 26d ago,movie,Jurassic Park,10,False,-P26D
saw lost highway 1/10 17h ago,movie,Lost Highway,1,False,-PT17H
saw get shorty 6 24 days ago,movie,Get Shorty,6,False,-P24D
"watched grifters, the 5 stars loved",movie,"Grifters, The",10,True,PT0M
"film river runs through it, a 10 -7d",movie,"River Runs Through It, A",10,False,-P7D
watched babe 1 star 8 hours ago,movie,Babe,2,False,-PT8H
watched road trip 7/10 6 days ago,movie,Road Trip,7,False,-P6D
"saw birdcage, the 2 stars",movie,"Birdcage, The",4,False,PT0M
movie abbott and costello meet frankenstein 7 2 hours ago,movie,Abbott and Costello Meet Frankenstein,7,False,-PT2H
movie my neighbor totoro (tonari no totoro) 5 stars favorite 10h ago,movie,My Neighbor Totoro (Tonari no Totoro),10,True,-PT10H
saw last man standing 6,movie,Last Man Standing,6,False,PT0M
film bruce almighty 2 stars,movie,Bruce Almighty,4,False,PT0M
saw stigmata 10/10,movie,Stigmata,10,False,PT0M
film schindler's list 5 29d ago,movie,Schindler's List,5,False,-P29D
"film knight's tale, a 6/10",movie,"Knight's Tale, A",6,False,PT0M
"movie talented mr. ripley, the 8",movie,"Talented Mr. Ripley, The",8,False,PT0M
movie snatch 10,movie,Snatch,10,False,PT0M
"movie 40-year-old virgin, the 6 favorite",movie,"40-Year-Old Virgin, The",6,True,PT0M
movie on her majesty's secret service 4 stars fav 5 hours ago,movie,On Her Majesty's Secret Service,8,True,-PT5H
"film limey, the 5 9h ago",movie,"Limey, The",5,False,-PT9H
movie enigma 5/10 favourite 30 days ago,movie,Enigma,5,True,-P30D
movie lilo & stitch 4.5 stars -12h,movie,Lilo & Stitch,9,False,-PT12H
watched o.j.: made in america 9/10 -13d,movie,O.J.: Made in America,9,False,-P13D
"watched godfather: part ii, the 8 11d ago",movie,"Godfather: Part II, The",8,False,-P11D
saw prince of persia: the sands of time 4 stars 14h ago,movie,Prince of Persia: The Sands of Time,8,False,-PT14H
"film downfall (untergang, der) 7/10 2h ago",movie,"Downfall (Untergang, Der)",7,False,-PT2H
movie death proof 3.5 stars 19 days ago,movie,Death Proof,7,False,-P19D
watched spriggan (supurigan) 7,movie,Spriggan (Supurigan),7,False,PT0M
saw rocket singh: salesman of the year 4 stars,movie,Rocket Singh: Salesman of the Year,8,False,PT0M
"movie firm, the (1993) 6/10",movie,"Firm, The (1993)",6,False,PT0M
film pearl harbor 7,movie,Pearl Harbor,7,False,PT0M
film spanglish 2 stars heart,movie,Spanglish,4,True,PT0M
film snow white and the seven dwarfs 10/10 fav 1h ago,movie,Snow White and the Seven Dwarfs,10,True,-PT1H
watched sneakers 3 stars,movie,Sneakers,6,False,PT0M
film f/x 3 stars -29d,movie,F/X,6,False,-P29D
film ace ventura: when nature calls 7/10,movie,Ace Ventura: When Nature Calls,7,False,PT0M
film the legend of tarzan 2 stars loved 21 days ago,movie,The Legend of Tarzan,4,True,-P21D
movie godzilla (2014) 3.5 stars,movie,Godzilla (2014),7,False,PT0M
watched twelve monkeys (a.k.a. 12 monkeys) 10,movie,Twelve Monkeys (a.k.a. 12 Monkeys),10,False,PT0M
"movie ladykillers, the (2004) 0.5 stars",movie,"Ladykillers, The (2004)",1,False,PT0M
film thx 1138 9/10,movie,THX 1138,9,False,PT0M
film bikini beach 1 star favourite -18h,movie,Bikini Beach,2,True,-PT18H
saw star trek: first contact 6/10,movie,Star Trek: First Contact,6,False,PT0M
watched monty python and the holy grail 2 stars 17 hours ago,movie,Monty Python and the Holy Grail,4,False,-PT17H
saw star trek ii: the wrath of khan 10/10 4 hours ago,movie,Star Trek II: The Wrath of Khan,10,False,-PT4H
saw final fantasy: the spirits within 4,movie,Final Fantasy: The Spirits Within,4,False,PT0M
movie valerian and the city of a thousand planets 4,movie,Valerian and the City of a Thousand Planets,4,False,PT0M
"saw changeling, the 2.5 stars favorite -19h",movie,"Changeling, The",5,True,-PT19H
film tiger raid 4,movie,Tiger Raid,4,False,PT0M
watched children of men 1.5 stars 12 hours ago,movie,Children of Men,3,False,-PT12H
movie dances with wolves 3.5 stars 15 days ago,movie,Dances with Wolves,7,False,-P15D
film must love dogs 1/10,movie,Must Love Dogs,1,False,PT0M
film twelve monkeys (a.k.a. 12 monkeys) 9/10 -14d,movie,Twelve Monkeys (a.k.a. 12 Monkeys),9,False,-P14D
watched somewhere in time 2 stars 23 days ago,movie,Somewhere in Time,4,False,-P23D
movie vertigo 8/10 favourite -6h,movie,Vertigo,8,True,-PT6H
watched batman forever 6/10 -23h,movie,Batman Forever,6,False,-PT23H
film saving private ryan 10,movie,Saving Private Ryan,10,False,PT0M
saw talk radio 6,movie,Talk Radio,6,False,PT0M
movie bad girls 4,movie,Bad Girls,4,False,PT0M
movie fled 2 stars 16 days ago,movie,Fled,4,False,-P16D
"watched perez family, the 3 stars",movie,"Perez Family, The",6,False,PT0M
film laws of attraction 2/10,movie,Laws of Attraction,2,False,PT0M
saw superman ii 4,movie,Superman II,4,False,PT0M
movie chicago 8,movie,Chicago,8,False,PT0M
saw kill bill: vol. 2 4 stars favourite,movie,Kill Bill: Vol. 2,8,True,PT0M
"movie world's end, the 4 stars",movie,"World's End, The",8,False,PT0M
watched on the waterfront 9 fav,movie,On the Waterfront,9,True,PT0M
movie hide and seek 2,movie,Hide and Seek,2,False,PT0M
movie along came a spider 3 stars,movie,Along Came a Spider,6,False,PT0M
movie my blue heaven 3 stars 2 days ago,movie,My Blue Heaven,6,False,-P2D
saw garden state 2 stars,movie,Garden State,4,False,PT0M
watched moulin rouge 10 favourite 23h ago,movie,Moulin Rouge,10,True,-PT23H
film shakespeare in love 2/10,movie,Shakespeare in Love,2,False,PT0M
film guess who's coming to dinner 5 stars,movie,Guess Who's Coming to Dinner,10,False,PT0M
watched hairspray (1988) 3 stars -19d,movie,Hairspray (1988),6,False,-P19D
movie paul blart: mall cop 2 3.5 stars 7h ago,movie,Paul Blart: Mall Cop 2,7,False,-PT7H
film drowning mona 4/10,movie,Drowning Mona,4,False,PT0M
movie 3:10 to yuma (2007) 3 stars heart,movie,3:10 to Yuma (2007),6,True,PT0M
movie wayne's world 5/10,movie,Wayne's World,5,False,PT0M
watched von ryan's express 3.5 stars,movie,Von Ryan's Express,7,False,PT0M
watched enemy mine 9/10,movie,Enemy Mine,9,False,PT0M
film ip man 2 7 favorite,movie,Ip Man 2,7,True,PT0M
watched flatliners 5/10 heart -15d,movie,Flatliners,5,True,-P15D
saw star trek: the motion picture 3 stars -12d,movie,Star Trek: The Motion Picture,6,False,-P12D
film across the universe 6,movie,Across the Universe,6,False,PT0M
saw gattaca 3.5 stars heart,movie,Gattaca,7,True,PT0M
film mission: impossible 6 4 days ago,movie,Mission: Impossible,6,False,-P4D
"movie treasure of the sierra madre, the 10 favorite -4h",movie,"Treasure of the Sierra Madre, The",10,True,-PT4H
saw king kong (1933) 10/10,movie,King Kong (1933),10,False,PT0M
saw night at the museum: secret of the tomb 7/10,movie,Night at the Museum: Secret of the Tomb,7,False,PT0M
"movie i, robot 7 21d ago",movie,"I, Robot",7,False,-P21D
movie rumor has it... 3 stars,movie,Rumor Has It...,6,False,PT0M
watched one flew over the cuckoo's nest 10,movie,One Flew Over the Cuckoo's Nest,10,False,PT0M
watched boys don't cry 6/10,movie,Boys Don't Cry,6,False,PT0M
film twister (1996) 1 star,movie,Twister (1996),2,False,PT0M
"movie legend of bagger vance, the 3.5 stars",movie,"Legend of Bagger Vance, The",7,False,PT0M
"film night at the opera, a 3.5 stars",movie,"Night at the Opera, A",7,False,PT0M
film requiem for a dream 4 stars,movie,Requiem for a Dream,8,False,PT0M
movie frozen (2013) 7/10,movie,Frozen (2013),7,False,PT0M
"film man in the iron mask, the 8/10 22 days ago",movie,"Man in the Iron Mask, The",8,False,-P22D
film men in black ii (a.k.a. miib) (a.k.a. mib 2) 6 fav,movie,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),6,True,PT0M
movie goldeneye 2 stars 9 hours ago,movie,GoldenEye,4,False,-PT9H
film local hero 4 stars 20h ago,movie,Local Hero,8,False,-PT20H
movie hot fuzz 4.5 stars,movie,Hot Fuzz,9,False,PT0M
"movie wizard of oz, the 8 -6h",movie,"Wizard of Oz, The",8,False,-PT6H
"watched postman, the (postino, il) 8",movie,"Postman, The (Postino, Il)",8,False,PT0M
movie memoirs of a geisha 3.5 stars,movie,Memoirs of a Geisha,7,False,PT0M
"movie horse whisperer, the 7 14 days ago",movie,"Horse Whisperer, The",7,False,-P14D
watched letters from iwo jima 7/10,movie,Letters from Iwo Jima,7,False,PT0M
watched inception 5 stars -7d,movie,Inception,10,False,-P7D
"watched lot like love, a 7",movie,"Lot Like Love, A",7,False,PT0M
film varsity blues 4/10,movie,Varsity Blues,4,False,PT0M
watched willy wonka & the chocolate factory 4 stars,movie,Willy Wonka & the Chocolate Factory,8,False,PT0M
saw sin city 4.5 stars -10h,movie,Sin City,9,False,-PT10H
movie land before time iii: the time of the great giving 6 -13d,movie,Land Before Time III: The Time of the Great Giving,6,False,-P13D
watched superman 5/10,movie,Superman,5,False,PT0M
saw billy madison 4,movie,Billy Madison,4,False,PT0M
film a silent voice 5 stars 19d ago,movie,A Silent Voice,10,False,-P19D
movie bowfinger 2.5 stars,movie,Bowfinger,5,False,PT0M
"watched league of their own, a 4 stars favorite",movie,"League of Their Own, A",8,True,PT0M
"saw amelie (fabuleux destin d'amélie poulain, le) 4.5 stars favorite",movie,"Amelie (Fabuleux destin d'Amélie Poulain, Le)",9,True,PT0M
watched rosemary's baby 9/10 4 hours ago,movie,Rosemary's Baby,9,False,-PT4H
watched leave it to beaver 2 stars favourite -20h,movie,Leave It to Beaver,4,True,-PT20H
saw moneyball 4 stars 16h ago,movie,Moneyball,8,False,-PT16H
film sin city 10/10,movie,Sin City,10,False,PT0M
movie mrs. doubtfire 8/10 18d ago,movie,Mrs. Doubtfire,8,False,-P18D
watched maelström 8 16h ago,movie,Maelström,8,False,-PT16H
movie rocky 10 favorite,movie,Rocky,10,True,PT0M
film cliffhanger 3 stars fav 6 hours ago,movie,Cliffhanger,6,True,-PT6H
movie total recall (1990) 10 loved,movie,Total Recall (1990),10,True,PT0M
saw taxi driver 5 stars heart 16 hours ago,movie,Taxi Driver,10,True,-PT16H
"film sixth sense, the 5 stars 12d ago",movie,"Sixth Sense, The",10,False,-P12D
movie star trek: the motion picture 8 -4d,movie,Star Trek: The Motion Picture,8,False,-P4D
film pulp fiction 8/10 loved,movie,Pulp Fiction,8,True,PT0M
watched star wars: episode iv - a new hope 10,movie,Star Wars: Episode IV - A New Hope,10,False,PT0M
movie good will hunting 3.5 stars favorite 16h ago,movie,Good Will Hunting,7,True,-PT16H
movie pirates of the caribbean: on stranger tides 5 stars fav,movie,Pirates of the Caribbean: On Stranger Tides,10,True,PT0M
watched searching for bobby fischer 6/10,movie,Searching for Bobby Fischer,6,False,PT0M
watched jackie brown 8,movie,Jackie Brown,8,False,PT0M
"watched color purple, the 8/10 20 days ago",movie,"Color Purple, The",8,False,-P20D
watched spotlight 8/10,movie,Spotlight,8,False,PT0M
movie blow 3 stars,movie,Blow,6,False,PT0M
saw back to the future part ii 3 stars,movie,Back to the Future Part II,6,False,PT0M
movie blazing saddles 4 stars,movie,Blazing Saddles,8,False,PT0M
movie austin powers: the spy who shagged me 6/10,movie,Austin Powers: The Spy Who Shagged Me,6,False,PT0M
saw stir of echoes 8 26 days ago,movie,Stir of Echoes,8,False,-P26D
watched chicken little 8/10,movie,Chicken Little,8,False,PT0M
watched igby goes down 3/10 loved,movie,Igby Goes Down,3,True,PT0M
saw oliver! 6,movie,Oliver!,6,False,PT0M
saw unprecedented: the 2000 presidential election 7 fav 16h ago,movie,Unprecedented: The 2000 Presidential Election,7,True,-PT16H
saw home alone 2: lost in new york 10,movie,Home Alone 2: Lost in New York,10,False,PT0M
"saw last dragon, the 1 star",movie,"Last Dragon, The",2,False,PT0M
watched dangerous minds 4/10,movie,Dangerous Minds,4,False,PT0M
"film godzilla, king of the monsters! (kaijû-ô gojira) 6/10",movie,"Godzilla, King of the Monsters! (Kaijû-ô Gojira)",6,False,PT0M
movie olympus has fallen 7/10,movie,Olympus Has Fallen,7,False,PT0M
"film new world, the 3 stars",movie,"New World, The",6,False,PT0M
film saving private ryan 8 -20d,movie,Saving Private Ryan,8,False,-P20D
film thursday 8/10 6h ago,movie,Thursday,8,False,-PT6H
"watched blues brothers, the 10/10 3d ago",movie,"Blues Brothers, The",10,False,-P3D
watched heat 7/10,movie,Heat,7,False,PT0M
saw robin hood (1973) 6 23d ago,movie,Robin Hood (1973),6,False,-P23D
film happy gilmore 4 stars,movie,Happy Gilmore,8,False,PT0M
movie ghostbusters ii 8,movie,Ghostbusters II,8,False,PT0M
film stan helsing 2/10 -25d,movie,Stan Helsing,2,False,-P25D
movie desperado 10,movie,Desperado,10,False,PT0M
watched 42nd street 10/10 loved,movie,42nd Street,10,True,PT0M
"movie big lebowski, the 1 star 11h ago",movie,"Big Lebowski, The",2,False,-PT11H
movie far from heaven 2.5 stars,movie,Far from Heaven,5,False,PT0M
movie following 3.5 stars,movie,Following,7,False,PT0M
"movie big blue, the (grand bleu, le) 6/10 12d ago",movie,"Big Blue, The (Grand bleu, Le)",6,False,-P12D
film tremors ii: aftershocks 7 -22d,movie,Tremors II: Aftershocks,7,False,-P22D
saw bridget jones: the edge of reason 6/10,movie,Bridget Jones: The Edge of Reason,6,False,PT0M
"movie mummy, the (1999) 1",movie,"Mummy, The (1999)",1,False,PT0M
"movie graduate, the 3 stars 12 hours ago",movie,"Graduate, The",6,False,-PT12H
saw twelfth night 3 stars loved,movie,Twelfth Night,6,True,PT0M
film red 6/10,movie,Red,6,False,PT0M
film teenage mutant ninja turtles ii: the secret of the ooze 2,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2,False,PT0M
movie my favorite martian 6/10,movie,My Favorite Martian,6,False,PT0M
saw animal crackers 4 stars,movie,Animal Crackers,8,False,PT0M
movie bananas 7/10,movie,Bananas,7,False,PT0M
saw ace ventura: pet detective 5 stars -1h,movie,Ace Ventura: Pet Detective,10,False,-PT1H
movie yojimbo 4.5 stars favourite,movie,Yojimbo,9,True,PT0M
movie midnight in paris 7/10,movie,Midnight in Paris,7,False,PT0M
watched little shop of horrors 6 heart,movie,Little Shop of Horrors,6,True,PT0M
film sunset blvd. (a.k.a. sunset boulevard) 5 stars,movie,Sunset Blvd. (a.k.a. Sunset Boulevard),10,False,PT0M
film mighty morphin power rangers: the movie 1 star,movie,Mighty Morphin Power Rangers: The Movie,2,False,PT0M
watched team america: world police 3 stars favorite,movie,Team America: World Police,6,True,PT0M
movie risky business 3.5 stars favourite,movie,Risky Business,7,True,PT0M
"saw life aquatic with steve zissou, the 10",movie,"Life Aquatic with Steve Zissou, The",10,False,PT0M
film love actually 7 28d ago,movie,Love Actually,7,False,-P28D
"watched book of eli, the 7",movie,"Book of Eli, The",7,False,PT0M
"watched paper, the 4 stars",movie,"Paper, The",8,False,PT0M
film back to the future 10/10,movie,Back to the Future,10,False,PT0M
watched independence day (a.k.a. id4) 8/10,movie,Independence Day (a.k.a. ID4),8,False,PT0M
movie stargate 2 stars favourite,movie,Stargate,4,True,PT0M
saw quiz show 6/10,movie,Quiz Show,6,False,PT0M
"film godfather: part iii, the 8/10",movie,"Godfather: Part III, The",8,False,PT0M
"movie magdalene sisters, the 10/10 -8d",movie,"Magdalene Sisters, The",10,False,-P8D
watched notorious (1946) 8,movie,Notorious (1946),8,False,PT0M
saw x-men origins: wolverine 0.5 stars,movie,X-Men Origins: Wolverine,1,False,PT0M
film faces of death 2 stars 9 days ago,movie,Faces of Death,4,False,-P9D
movie up in the air 7,movie,Up in the Air,7,False,PT0M
"film manchurian candidate, the (1962) 4 stars",movie,"Manchurian Candidate, The (1962)",8,False,PT0M
saw ed wood 5 stars,movie,Ed Wood,10,False,PT0M
saw u.s. marshals 3 stars,movie,U.S. Marshals,6,False,PT0M
watched catwoman 3 7h ago,movie,Catwoman,3,False,-PT7H
movie tracers 2,movie,Tracers,2,False,PT0M
saw austin powers in goldmember 4/10 16 hours ago,movie,Austin Powers in Goldmember,4,False,-PT16H
saw stargate 4 stars fav,movie,Stargate,8,True,PT0M
"watched great dictator, the 4.5 stars -11d",movie,"Great Dictator, The",9,False,-P11D
"watched birdcage, the 10 -18d",movie,"Birdcage, The",10,False,-P18D
watched turbo kid 8/10,movie,Turbo Kid,8,False,PT0M
saw goldeneye 3.5 stars,movie,GoldenEye,7,False,PT0M
movie bottle rocket 8/10 8 hours ago,movie,Bottle Rocket,8,False,-PT8H
"watched hard day's night, a 10",movie,"Hard Day's Night, A",10,False,PT0M
"saw fugitive, the (1993) 4.5 stars",movie,"Fugitive, The (1993)",9,False,PT0M
watched orange county 3 stars favourite,movie,Orange County,6,True,PT0M
watched toys 3 stars,movie,Toys,6,False,PT0M
"movie godfather: part ii, the 10/10 19h ago",movie,"Godfather: Part II, The",10,False,-PT19H
"saw touch of zen, a (xia nu) 4.5 stars heart",movie,"Touch of Zen, A (Xia nu)",9,True,PT0M
"watched da vinci code, the 5/10",movie,"Da Vinci Code, The",5,False,PT0M
movie frost/nixon 4 stars,movie,Frost/Nixon,8,False,PT0M
saw star trek v: the final frontier 8,movie,Star Trek V: The Final Frontier,8,False,PT0M
movie about last night... 3 stars 20h ago,movie,About Last Night...,6,False,-PT20H
saw rounders 2 stars -11h,movie,Rounders,4,False,-PT11H
film bio-dome 7,movie,Bio-Dome,7,False,PT0M
watched disclosure 6 8d ago,movie,Disclosure,6,False,-P8D
movie in bruges 9/10,movie,In Bruges,9,False,PT0M
novel all-of-a-kind family 5 stars,book,All-of-a-Kind Family,10,False,PT0M
finished the memory keeper's daughter 3 stars,book,The Memory Keeper's Daughter,6,False,PT0M
book hatchet 4 stars,book,Hatchet,8,False,PT0M
book ella enchanted 3 stars,book,Ella Enchanted,6,False,PT0M
novel the gunslinger 5 stars loved,book,The Gunslinger,10,True,PT0M
read the brethren 3 stars,book,The Brethren,6,False,PT0M
finished little house in the big woods 8,book,Little House in the Big Woods,8,False,PT0M
read martin the warrior 5 stars,book,Martin the Warrior,10,False,PT0M
finished the brief wondrous life of oscar wao 8/10,book,The Brief Wondrous Life of Oscar Wao,8,False,PT0M
finished the kite runner 5 stars 2h ago,book,The Kite Runner,10,False,-PT2H
novel a canticle for leibowitz 2 stars,book,A Canticle for Leibowitz,4,False,PT0M
novel devil in winter 4 stars 17h ago,book,Devil in Winter,8,False,-PT17H
read the hobbit 3 stars,book,The Hobbit,6,False,PT0M
finished in the miso soup 8 loved,book,In the Miso Soup,8,True,PT0M
finished the ocean at the end of the lane 8,book,The Ocean at the End of the Lane,8,False,PT0M
novel the metamorphosis 4 stars -2h,book,The Metamorphosis,8,False,-PT2H
"book will grayson, will grayson 6",book,"Will Grayson, Will Grayson",6,False,PT0M
book different seasons 5 stars,book,Different Seasons,10,False,PT0M
read the book of laughter and forgetting 3 stars fav 14h ago,book,The Book of Laughter and Forgetting,6,True,-PT14H
book the alchemist 5 stars fav,book,The Alchemist,10,True,PT0M
read the merchant of death 6 4d ago,book,The Merchant of Death,6,False,-P4D
book clockwork prince 4 stars,book,Clockwork Prince,8,False,PT0M
book the harry potter collection 1-4 10/10,book,The Harry Potter Collection 1-4,10,False,PT0M
novel the picture of dorian gray 6 6 hours ago,book,The Picture of Dorian Gray,6,False,-PT6H
finished echo burning 4 stars 24d ago,book,Echo Burning,8,False,-P24D
book love in the time of cholera 5 stars -15d,book,Love in the Time of Cholera,10,False,-P15D
novel the lake house 5 stars,book,The Lake House,10,False,PT0M
book it ends with us 4 stars,book,It Ends with Us,8,False,PT0M
book the catcher in the rye 2 stars fav,book,The Catcher in the Rye,4,True,PT0M
book delirium 3 stars,book,Delirium,6,False,PT0M
finished twenty thousand leagues under the sea 10 3d ago,book,Twenty Thousand Leagues Under the Sea,10,False,-P3D
novel swamplandia! 4,book,Swamplandia!,4,False,PT0M
novel rome 10 -10h,book,Rome,10,False,-PT10H
novel a long way down 10 23 days ago,book,A Long Way Down,10,False,-P23D
book the hitchhiker's guide to the galaxy 10/10 6 days ago,book,The Hitchhiker's Guide to the Galaxy,10,False,-P6D
novel curious george 10/10 -21d,book,Curious George,10,False,-P21D
finished anna and the french kiss 4 stars 27 days ago,book,Anna and the French Kiss,8,False,-P27D
book the house of the spirits 3 stars,book,The House of the Spirits,6,False,PT0M
novel the book of life 5 stars favorite -23h,book,The Book of Life,10,True,-PT23H
novel replay 10,book,Replay,10,False,PT0M
read this is how you lose her 4 stars,book,This Is How You Lose Her,8,False,PT0M
finished the saggy baggy elephant (a little golden book) 6 23 hours ago,book,The Saggy Baggy Elephant (A Little Golden Book),6,False,-PT23H
novel the communist manifesto 6/10 favorite,book,The Communist Manifesto,6,True,PT0M
novel the testament 6/10,book,The Testament,6,False,PT0M
novel the nightingale 10,book,The Nightingale,10,False,PT0M
read descent 4 stars ye,book,Descent,8,False,-P1D
book the air he breathes 10/10,book,The Air He Breathes,10,False,PT0M
novel house of leaves 3 stars 17 hours ago,book,House of Leaves,6,False,-PT17H
book the catcher in the rye 10/10,book,The Catcher in the Rye,10,False,PT0M
book a game of thrones 4 stars,book,A Game of Thrones,8,False,PT0M
book the dead-tossed waves 2 stars,book,The Dead-Tossed Waves,4,False,PT0M
novel out of the silent planet 10/10 -6h,book,Out of the Silent Planet,10,False,-PT6H
book the aeronaut's windlass 8 14d ago,book,The Aeronaut's Windlass,8,False,-P14D
finished the new drawing on the right side of the brain 3 stars,book,The New Drawing on the Right Side of the Brain,6,False,PT0M
finished my horizontal life: a collection of one-night stands 2 stars -1h,book,My Horizontal Life: A Collection of One-Night Stands,4,False,-PT1H
novel no country for old men 8,book,No Country for Old Men,8,False,PT0M
book slaughterhouse-five 10/10,book,Slaughterhouse-Five,10,False,PT0M
read the night before christmas 10/10,book,The Night Before Christmas,10,False,PT0M
finished harry potter and the goblet of fire 10/10 fav,book,Harry Potter and the Goblet of Fire,10,True,PT0M
book dreaming of you 8/10,book,Dreaming of You,8,False,PT0M
book the amityville horror 2 stars 15 days ago,book,The Amityville Horror,4,False,-P15D
finished the lies of locke lamora 4 stars heart,book,The Lies of Locke Lamora,8,True,PT0M
finished peter pan 8,book,Peter Pan,8,False,PT0M
book circus of the damned 4 stars,book,Circus of the Damned,8,False,PT0M
book the art of racing in the rain 5 stars,book,The Art of Racing in the Rain,10,False,PT0M
novel mr. maybe 3 stars 21h ago,book,Mr. Maybe,6,False,-PT21H
finished mistral's kiss 3 stars,book,Mistral's Kiss,6,False,PT0M
finished gilead 3 stars,book,Gilead,6,False,PT0M
finished secrets of the dragon sanctuary 4 stars,book,Secrets of the Dragon Sanctuary,8,False,PT0M
read persuasion 8/10 -16h,book,Persuasion,8,False,-PT16H
read the fellowship of the ring 10/10 -18h,book,The Fellowship of the Ring,10,False,-PT18H
read be here now 3 stars 18 hours ago,book,Be Here Now,6,False,-PT18H
book little women 4,book,Little Women,4,False,PT0M
read existence 8/10,book,Existence,8,False,PT0M
read the samurai's garden 2 fav -27d,book,The Samurai's Garden,2,True,-P27D
finished waiting 3 stars,book,Waiting,6,False,PT0M
read cold mountain 5 stars 11 days ago,book,Cold Mountain,10,False,-P11D
finished dracula 10,book,Dracula,10,False,PT0M
read duma key 8 21 days ago,book,Duma Key,8,False,-P21D
read curious george 4 stars loved,book,Curious George,8,True,PT0M
finished tithe 10/10,book,Tithe,10,False,PT0M
novel the historian 5 stars,book,The Historian,10,False,PT0M
read the giver 3 stars favorite,book,The Giver,6,True,PT0M
book harry potter and the order of the phoenix 4 stars 22h ago,book,Harry Potter and the Order of the Phoenix,8,False,-PT22H
book a heartbreaking work of staggering genius 6,book,A Heartbreaking Work of Staggering Genius,6,False,PT0M
read if tomorrow comes 8/10 -30d,book,If Tomorrow Comes,8,False,-P30D
book emma 4/10 loved 5 days ago,book,Emma,4,True,-P5D
read utopia 6/10 -17h,book,Utopia,6,False,-PT17H
read harry potter and the half-blood prince 10/10,book,Harry Potter and the Half-Blood Prince,10,False,PT0M
finished the wasp factory 6 -19h,book,The Wasp Factory,6,False,-PT19H
finished marley and me: life and love with the world's worst dog 4 stars,book,Marley and Me: Life and Love With the World's Worst Dog,8,False,PT0M
book a game of thrones 10/10,book,A Game of Thrones,10,False,PT0M
read eligible: a modern retelling of pride and prejudice 10,book,Eligible: A Modern Retelling of Pride and Prejudice,10,False,PT0M
book jurassic park 4 stars,book,Jurassic Park,8,False,PT0M
novel cat's cradle 4 favorite,book,Cat's Cradle,4,True,PT0M
book fathers and sons 5 stars,book,Fathers and Sons,10,False,PT0M
finished the fault in our stars 6,book,The Fault in Our Stars,6,False,PT0M
finished night 4 stars,book,Night,8,False,PT0M
novel the remnant 6/10 12 hours ago,book,The Remnant,6,False,-PT12H
novel shoeless joe 4 stars 12 hours ago,book,Shoeless Joe,8,False,-PT12H
book paper towns 2 stars,book,Paper Towns,4,False,PT0M
book red queen 4 stars,book,Red Queen,8,False,PT0M
read harry potter and the deathly hallows 6,book,Harry Potter and the Deathly Hallows,6,False,PT0M
read little earthquakes 6 favourite,book,Little Earthquakes,6,True,PT0M
book oliver twist 3 stars,book,Oliver Twist,6,False,PT0M
finished sandry's book 10/10,book,Sandry's Book,10,False,PT0M
book the terminal man 4 favourite,book,The Terminal Man,4,True,PT0M
finished a walk in the woods 10,book,A Walk in the Woods,10,False,PT0M
book the lost prince 6/10,book,The Lost Prince,6,False,PT0M
read the girl on the train 4 21h ago,book,The Girl on the Train,4,False,-PT21H
novel apollyon 5 stars favorite 30d ago,book,Apollyon,10,True,-P30D
read lock and key 4/10 29 days ago,book,Lock and Key,4,False,-P29D
read mattimeo 6/10,book,Mattimeo,6,False,PT0M
novel hollow city 4 stars,book,Hollow City,8,False,PT0M
finished cat among the pigeons 3 stars,book,Cat Among the Pigeons,6,False,PT0M
finished the alchemist 6,book,The Alchemist,6,False,PT0M
novel the shining 10/10,book,The Shining,10,False,PT0M
"book y: the last man, vol. 7: paper dolls 4 stars fav",book,"Y: The Last Man, Vol. 7: Paper Dolls",8,True,PT0M
read the jungle 10/10,book,The Jungle,10,False,PT0M
read unseen 8/10,book,Unseen,8,False,PT0M
read catching fire 8,book,Catching Fire,8,False,PT0M
book dune 6/10 favorite,book,Dune,6,True,PT0M
read because of low 8 fav,book,Because of Low,8,True,PT0M
read childhood's end 5 stars fav,book,Childhood's End,10,True,PT0M
read the catcher in the rye 8,book,The Catcher in the Rye,8,False,PT0M
read the great hunt 10/10 23d ago,book,The Great Hunt,10,False,-P23D
book the diary of a young girl 3 stars,book,The Diary of a Young Girl,6,False,PT0M
novel les misérables 5 stars,book,Les Misérables,10,False,PT0M
book a morbid taste for bones 6/10,book,A Morbid Taste for Bones,6,False,PT0M
finished franny and zooey 10 loved 20d ago,book,Franny and Zooey,10,True,-P20D
finished before i go to sleep 10/10,book,Before I Go to Sleep,10,False,PT0M
novel great expectations 5 stars,book,Great Expectations,10,False,PT0M
