sessionId,sourceIndex,exercise,setNumber,reps,weightKg
86,1876,snatch,1,5,20
86,1877,snatch,2,2,40
86,1878,snatch,3,2,40
86,1879,snatch,4,2,50
86,1880,snatch,5,2,60
86,1881,snatch,6,1,70
86,1882,snatch,7,1,75
86,1883,snatch,8,1,75
86,1884,snatch,9,1,70
86,1885,snatch,10,1,75
86,1886,clean_and_jerk,1,3,20
86,1887,clean_and_jerk,2,2,50
86,1888,clean_and_jerk,3,2,60
86,1889,clean_and_jerk,4,2,70
86,1890,clean_and_jerk,5,2,80
86,1891,clean_and_jerk,6,1,90
86,1892,clean_and_jerk,7,1,100
86,1893,clean_pull,1,3,100
86,1894,clean_pull,2,3,100
86,1895,clean_pull,3,3,100
86,1896,clean_pull,4,3,100
86,1897,front_squat,1,3,50
86,1898,front_squat,2,3,80
86,1899,front_squat,3,3,90
86,1900,front_squat,4,3,90
86,1901,front_squat,5,3,90
86,1902,front_squat,6,3,90
86,1903,front_squat,7,3,90
